Motion Sum,Fused Angle X,Fused Angle Y,Gyro Angle Z,Amplitude,Label
0.0,-0.010308579,-0.006486281,0.021717466,0.05930651,0
0.0,-0.010279257,-0.006476507,0.021834753,0.05930651,0
0.0,-0.010248103,-0.0064661223,0.022000909,0.05930651,0
0.0,-0.010218781,-0.0064563486,0.022157291,0.05930651,0
0.0,-0.010187628,-0.006445964,0.022323446,0.05930651,0
0.0,-0.010156474,-0.006435579,0.022489602,0.05930651,0
0.0,-0.01012532,-0.0064251944,0.022655757,0.05930651,0
0.0,-0.010094167,-0.0064148097,0.022821913,0.05930651,0
0.0,-0.010073397,-0.0064251944,0.02290499,0.05930651,0
0.0,-0.010050184,-0.0064368006,0.022997841,0.05930651,0
0.0,-0.010030637,-0.006446575,0.023076031,0.05930651,0
0.0,-0.010009867,-0.006456959,0.023159109,0.05930651,0
0.0,-0.00999032,-0.0064667333,0.0232373,0.05930651,0
0.0,-0.009970772,-0.0064765066,0.02331549,0.05930651,0
0.0,-0.010000094,-0.0064765066,0.023510966,0.05930651,0
0.0,-0.010029416,-0.0064765066,0.023706444,0.05930651,0
0.0,-0.010060569,-0.0064765066,0.023914138,0.05930651,0
0.0,-0.010091723,-0.0064765066,0.024121832,0.05930651,0
0.0,-0.010121045,-0.0064765066,0.02431731,0.05930651,0
0.0,-0.010152198,-0.0064765066,0.024525004,0.05930651,0
0.0,-0.010069121,-0.0064349677,0.02464962,0.05930651,0
0.0,-0.00999093,-0.0063958727,0.024766907,0.05930651,0
0.0,-0.009907852,-0.006354334,0.024891524,0.05930651,0
0.0,-0.009824774,-0.006312795,0.02501614,0.05930651,0
0.0,-0.009746583,-0.0062737,0.025133427,0.05930651,0
0.0,-0.0096635055,-0.006232161,0.025258044,0.05930651,0
0.0,-0.009590813,-0.006284084,0.025341121,0.05930651,0
0.0,-0.009522396,-0.0063329535,0.025419312,0.05930651,0
0.0,-0.009449704,-0.0063848775,0.02550239,0.05930651,0
0.0,-0.009377011,-0.0064368006,0.025585467,0.05930651,0
0.0,-0.009308594,-0.00648567,0.025663657,0.05930651,0
0.0,-0.009235902,-0.006537594,0.025746735,0.05930651,0
0.0,-0.009163209,-0.006589517,0.025829813,0.05930651,0
0.0,-0.009119227,-0.006545535,0.025961759,0.05930651,0
0.0,-0.009077688,-0.006503996,0.026086375,0.05930651,0
0.0,-0.009036149,-0.006462457,0.026210992,0.05930651,0
0.0,-0.008997054,-0.0064233616,0.026328279,0.05930651,0
0.0,-0.008955515,-0.0063818227,0.026452895,0.05930651,0
0.0,-0.008933524,-0.0063488362,0.02654086,0.05930651,0
0.0,-0.008912754,-0.006317682,0.026623938,0.05930651,0
0.0,-0.008891985,-0.006286528,0.026707016,0.05930651,0
0.0,-0.008872437,-0.006257206,0.026785206,0.05930651,0
0.0,-0.008851668,-0.0062260525,0.026868284,0.05930651,0
0.0,-0.008833342,-0.0061985636,0.026941588,0.05930651,0
0.0,-0.008812573,-0.006167409,0.027024666,0.05930651,0
0.0,-0.008730106,-0.006213224,0.02709797,0.05930651,0
0.0,-0.008631146,-0.006268202,0.027185936,0.05930651,0
0.0,-0.008548679,-0.006314017,0.02725924,0.05930651,0
0.0,-0.008455217,-0.00636594,0.027342318,0.05930651,0
0.0,-0.008361755,-0.006417864,0.027425395,0.05930651,0
0.0,-0.008268293,-0.006469787,0.027508473,0.05930651,0
0.0,-0.008237139,-0.0064905565,0.027653858,0.05930651,0
0.0,-0.008207818,-0.0065101045,0.027790692,0.05930651,0
0.0,-0.008178496,-0.0065296525,0.027927525,0.05930651,0
0.0,-0.008149174,-0.0065492,0.028064359,0.05930651,0
0.0,-0.008119852,-0.0065687476,0.028201193,0.05930651,0
0.0,-0.008088699,-0.006589517,0.028346578,0.05930651,0
0.0,-0.0054524657,-0.0065687476,0.028450424,0.05930651,0
0.0,-0.0028162329,-0.006547978,0.02855427,0.05930651,0
0.0,-1.7999997E-4,-0.0065272087,0.028658116,0.05930651,0
0.0,0.002456233,-0.0065064393,0.028761962,0.05930651,0
0.0,0.004937393,-0.006486892,0.028859701,0.05930651,0
0.0,0.007573626,-0.0064661223,0.028963547,0.05930651,0
0.0,0.007488105,-0.0063634967,0.02913459,0.05930651,0
0.0,0.0074239643,-0.006286528,0.029262872,0.05930651,0
0.0,0.007372041,-0.0062242197,0.029366719,0.05930651,0
0.0,0.0073231715,-0.006165576,0.029464457,0.05930651,0
0.0,0.007271248,-0.006103268,0.029568303,0.05930651,0
0.0,0.0072223786,-0.0060446253,0.029666042,0.05930651,0
0.0,0.007274302,-0.00603424,0.02970758,0.05930651,0
0.0,0.0073262258,-0.006023856,0.02974912,0.05930651,0
0.0,0.007375095,-0.0060140816,0.029788215,0.05930651,0
0.0,0.0074270186,-0.0060036974,0.029829754,0.05930651,0
0.0,0.007478942,-0.005993312,0.029871292,0.05930651,0
0.0,0.0075278115,-0.005983539,0.029910387,0.05930651,0
0.0,0.00750582,-0.005928561,0.029932378,0.05930651,0
0.0,0.0074850507,-0.005876637,0.029953146,0.05930651,0
0.0,0.0074642813,-0.005824714,0.029973915,0.05930651,0
0.0,0.0074447338,-0.0057758447,0.029993463,0.05930651,0
0.0,0.0074239643,-0.0057239207,0.030014232,0.05930651,0
0.0,0.007404417,-0.0056750514,0.03003378,0.05930651,0
0.0,0.0074459556,-0.0057269754,0.03007532,0.05930651,0
0.0,0.007485051,-0.0057758447,0.030114414,0.05930651,0
0.0,0.00752659,-0.005827768,0.030155953,0.05930651,0
0.0,0.007568129,-0.005879692,0.030197492,0.05930651,0
0.0,0.0076096677,-0.005931615,0.03023903,0.05930651,0
0.0,0.0076512066,-0.005983539,0.03028057,0.05930651,0
0.0,0.007621885,-0.0059444434,0.030397857,0.05930651,0
0.0,0.0075907307,-0.0059029046,0.030522473,0.05930651,0
0.0,0.007561409,-0.005863809,0.03063976,0.05930651,0
0.0,0.007530255,-0.00582227,0.030764377,0.05930651,0
0.0,0.0074991006,-0.0057807313,0.030888993,0.05930651,0
0.0,0.0074679465,-0.0057391925,0.03101361,0.05930651,0
0.0,0.0075559113,-0.0057685142,0.03121886,0.05930651,0
0.0,0.007610889,-0.00578684,0.03134714,0.05930651,0
0.0,0.007669532,-0.005806388,0.031483974,0.05930651,0
0.0,0.0077281753,-0.005825936,0.031620808,0.05930651,0
0.0,0.0077868183,-0.0058454834,0.03175764,0.05930651,0
0.0,0.007849127,-0.005866253,0.03190303,0.05930651,0
0.0,0.007904105,-0.0058570895,0.03193968,0.05930651,0
0.0,0.0079627475,-0.0058473162,0.03197878,0.05930651,0
0.0,0.00802139,-0.005837542,0.032017875,0.05930651,0
0.0,0.008080034,-0.0058277687,0.032056972,0.05930651,0
0.0,0.008138677,-0.0058179945,0.03209607,0.05930651,0
0.0,0.00819732,-0.005808221,0.032135166,0.05930651,0
0.0,0.008255962,-0.005798447,0.032174263,0.05930651,0
0.0,0.008287117,-0.0057257544,0.032236572,0.05930651,0
0.0,0.008316439,-0.0056573376,0.032295216,0.05930651,0
0.0,0.008347593,-0.005584644,0.032357525,0.05930651,0
0.0,0.008378747,-0.0055119516,0.032419834,0.05930651,0
0.0,0.008408069,-0.005443535,0.032478478,0.05930651,0
0.0,0.008439222,-0.0053708414,0.032540787,0.05930651,0
0.0,0.008459993,-0.005298149,0.032623865,0.05930651,0
0.0,0.008479539,-0.005229732,0.032702055,0.05930651,0
0.0,0.00850031,-0.0051570386,0.032785133,0.05930651,0
0.0,0.008521078,-0.005084346,0.03286821,0.05930651,0
0.0,0.0085418485,-0.0050116526,0.032951288,0.05930651,0
0.0,0.008561395,-0.004943236,0.033029478,0.05930651,0
0.0,0.008613319,-0.005005544,0.033071015,0.05930651,0
0.0,0.008665243,-0.0050678523,0.033112552,0.05930651,0
0.0,0.0087141115,-0.005126496,0.03315165,0.05930651,0
0.0,0.008766036,-0.005188804,0.033193186,0.05930651,0
0.0,0.00881796,-0.0052511124,0.033234723,0.05930651,0
0.0,0.008866828,-0.005309755,0.03327382,0.05930651,0
0.0,0.008866828,-0.005257832,0.033419207,0.05930651,0
0.0,0.008866828,-0.005205908,0.033564594,0.05930651,0
0.0,0.008866828,-0.0051570386,0.033701427,0.05930651,0
0.0,0.008866828,-0.0051051155,0.033846814,0.05930651,0
0.0,0.008866828,-0.0050531914,0.0339922,0.05930651,0
0.0,0.008866828,-0.005004322,0.034129035,0.05930651,0
0.0,0.008908367,-0.0050147073,0.034191344,0.05930651,0
0.0,0.008949906,-0.0050250916,0.034253653,0.05930651,0
0.0,0.008989002,-0.005034866,0.034312297,0.05930651,0
0.0,0.0090305405,-0.00504525,0.034374606,0.05930651,0
0.0,0.009072079,-0.0050556352,0.034436915,0.05930651,0
0.0,0.009111175,-0.0050654085,0.03449556,0.05930651,0
0.0,0.009152714,-0.0050757937,0.034557868,0.05930651,0
0.0,0.009194253,-0.007722411,0.034661714,0.05930651,0
0.0,0.009235792,-0.010369028,0.03476556,0.05930651,0
0.0,0.009274887,-0.012859962,0.034863297,0.05930651,0
0.0,0.009316426,-0.01550658,0.034967143,0.05930651,0
0.0,0.009355521,-0.017997514,0.03506488,0.05930651,0
0.0,0.00939706,-0.020644132,0.035168726,0.05930651,0
0.0,0.00939706,-0.020612977,0.03533488,0.05930651,0
0.0,0.00939706,-0.020583656,0.03549126,0.05930651,0
0.0,0.00939706,-0.020552501,0.035657417,0.05930651,0
0.0,0.00939706,-0.020521348,0.035823572,0.05930651,0
0.0,0.00939706,-0.020492027,0.035979953,0.05930651,0
0.0,0.00939706,-0.020460874,0.036146108,0.05930651,0
0.0,0.009416608,-0.020470647,0.036185205,0.05930651,0
0.0,0.009437377,-0.020481031,0.036226742,0.05930651,0
0.0,0.009458147,-0.020491416,0.03626828,0.05930651,0
0.0,0.009477694,-0.020501189,0.036307376,0.05930651,0
0.0,0.009498464,-0.020511575,0.036348913,0.05930651,0
0.0,0.009519232,-0.020521957,0.03639045,0.05930651,0
0.0,0.009519232,-0.020512184,0.036507737,0.05930651,0
0.0,0.009519232,-0.0205018,0.03663235,0.05930651,0
0.0,0.009519232,-0.020491416,0.036756966,0.05930651,0
0.0,0.009519232,-0.020481031,0.03688158,0.05930651,0
0.0,0.009519232,-0.020471256,0.036998868,0.05930651,0
0.0,0.009519232,-0.020460874,0.037123483,0.05930651,0
0.0,0.009550387,-0.020419333,0.03722733,0.05930651,0
0.0,0.009579709,-0.02038024,0.037325066,0.05930651,0
0.0,0.0096108625,-0.0203387,0.03742891,0.05930651,0
0.0,0.009640184,-0.020299606,0.03752665,0.05930651,0
0.0,0.009671338,-0.020258065,0.037630495,0.05930651,0
0.0,0.009702492,-0.020216528,0.03773434,0.05930651,0
0.0,0.009761135,-0.020226302,0.037832078,0.05930651,0
0.0,0.009823443,-0.020236686,0.037935924,0.05930651,0
0.0,0.009885752,-0.02024707,0.03803977,0.05930651,0
0.0,0.009944395,-0.020256843,0.038137507,0.05930651,0
0.0,0.010006703,-0.02026723,0.038241353,0.05930651,0
0.0,0.010069012,-0.020277612,0.0383452,0.05930651,0
0.0,0.010127655,-0.020287387,0.038442936,0.05930651,0
0.0,0.010148425,-0.020235464,0.03862986,0.05930651,0
0.0,0.010169194,-0.02018354,0.038816784,0.05930651,0
0.0,0.010188742,-0.020134673,0.038992714,0.05930651,0
0.0,0.010209511,-0.02008275,0.039179638,0.05930651,0
0.0,0.01023028,-0.020030826,0.039366562,0.05930651,0
0.0,0.01025105,-0.019978903,0.039553486,0.05930651,0
0.0,0.010299919,-0.019969128,0.039592583,0.05930651,0
0.0,0.010351842,-0.019958744,0.03963412,0.05930651,0
0.0,0.010403765,-0.01994836,0.039675657,0.05930651,0
0.0,0.010452635,-0.019938584,0.039714754,0.05930651,0
0.0,0.010504558,-0.019928202,0.03975629,0.05930651,0
0.0,0.010553427,-0.019918427,0.039795388,0.05930651,0
0.0,0.010563811,-0.019887272,0.039857697,0.05930651,0
0.0,0.0105741955,-0.01985612,0.039920006,0.05930651,0
0.0,0.01058397,-0.019826798,0.03997865,0.05930651,0
0.0,0.010594354,-0.019795645,0.04004096,0.05930651,0
0.0,0.010604738,-0.01976449,0.040103268,0.05930651,0
0.0,0.0106145125,-0.019735169,0.04016191,0.05930651,0
0.0,0.010666436,-0.019704014,0.04024499,0.05930651,0
0.0,0.010718359,-0.019672861,0.040328067,0.05930651,0
0.0,0.010767228,-0.01964354,0.040406257,0.05930651,0
0.0,0.010819151,-0.019612387,0.040489335,0.05930651,0
0.0,0.010871074,-0.019581232,0.040572412,0.05930651,0
0.0,0.010919943,-0.01955191,0.040650602,0.05930651,0
0.0,0.010982252,-0.019489601,0.040775217,0.05930651,0
0.0,0.01104456,-0.019427294,0.04089983,0.05930651,0
0.0,0.0111032035,-0.01936865,0.04101712,0.05930651,0
0.0,0.011165512,-0.019306343,0.041141734,0.05930651,0
0.0,0.01122782,-0.019244034,0.04126635,0.05930651,0
0.0,0.011286464,-0.01918539,0.041383635,0.059166286,0
0.0,0.011348772,-0.019123081,0.04150825,0.07607348,0
0.0,0.011421464,-0.019112699,0.041632865,0.07607348,0
0.0,0.011489881,-0.019102924,0.04175015,0.07607348,0
0.0,0.011562574,-0.01909254,0.041874766,0.07607348,0
0.0,0.011635266,-0.019082155,0.04199938,0.07607348,0
0.0,0.011703683,-0.01907238,0.042116668,0.07607348,0
0.0,0.011776376,-0.019061998,0.042241283,0.07607348,0
0.0,0.011849068,-0.019061998,0.042511284,0.07607348,0
0.0,0.011921761,-0.019061998,0.042781286,0.07607348,0
0.0,0.011994453,-0.019061998,0.043051288,0.07607348,0
0.0,0.012067146,-0.019061998,0.04332129,0.07607348,0
0.0,0.0121355625,-0.019061998,0.04357541,0.07607348,0
0.0,0.012203979,-0.019061998,0.04382953,0.07607348,0
0.0,0.012235133,-0.019041227,0.043954145,0.07607348,0
0.0,0.012264455,-0.019021679,0.044071432,0.07607348,0
0.0,0.012295608,-0.01900091,0.044196047,0.07607348,0
0.0,0.012326762,-0.018980142,0.04432066,0.07607348,0
0.0,0.012356084,-0.018960593,0.04443795,0.07607348,0
0.0,0.0123872375,-0.018939823,0.044562563,0.07607348,0
0.0,0.012428776,-0.01892944,0.044749487,0.07607348,0
0.0,0.012470315,-0.018919054,0.04493641,0.07607348,0
0.0,0.01250941,-0.018909281,0.04511234,0.07607348,0
0.0,0.012550949,-0.018898897,0.045299266,0.07607348,0
0.0,0.012592488,-0.018888513,0.04548619,0.07607348,0
0.0,0.012631583,-0.01887874,0.04566212,0.07607348,0
0.0,0.012652352,-0.01887874,0.045849044,0.07607348,0
0.0,0.012673122,-0.01887874,0.046035968,0.07607348,0
0.0,0.012692669,-0.01887874,0.0462119,0.07607348,0
0.0,0.012713439,-0.01887874,0.046398822,0.07607348,0
0.0,0.012732986,-0.01887874,0.046574753,0.07607348,0
0.0,0.012753756,-0.01887874,0.046761677,0.07607348,0
0.0,0.012795295,-0.01887874,0.046927832,0.07607348,0
0.0,0.01283439,-0.01887874,0.047084212,0.07607348,0
0.0,0.012875929,-0.01887874,0.047250368,0.07607348,0
0.0,0.012917467,-0.01887874,0.047416523,0.07607348,0
0.0,0.012956562,-0.01887874,0.047572903,0.07607348,0
0.0,0.012998101,-0.01887874,0.04773906,0.07607348,0
0.0,0.012998101,-0.018847585,0.047759827,0.07607348,0
0.0,0.012998101,-0.018818263,0.047779374,0.07607348,0
0.0,0.012998101,-0.018787108,0.047800142,0.07607348,0
0.0,0.012998101,-0.018755956,0.04782091,0.07607348,0
0.0,0.012998101,-0.018726634,0.047840457,0.07607348,0
0.0,0.012998101,-0.018695481,0.047861226,0.07607348,0
0.0,0.012998101,-0.018664327,0.047881994,0.051715136,0
0.0,0.013046971,-0.018635005,0.047960185,0.051715136,0
